ResSvcID,ResID,RoomNumber,SvcID,DateTime,ChargeID
1204,611,475,5,2017-11-08 20:46:34,2
1205,865,144,5,2017-11-02 17:22:21,2
1206,297,425,3,2017-11-04 06:25:30,2
1207,657,302,3,2017-11-01 05:48:57,2
1208,141,123,5,2017-10-22 20:07:47,2
1209,892,307,3,2017-10-30 06:55:55,2
1210,291,229,4,2017-11-09 03:40:45,2
1211,253,212,4,2017-11-14 05:38:51,2
1212,40,519,4,2017-10-28 23:37:41,2
1213,891,283,2,2017-11-16 06:47:43,2
1214,660,137,4,2017-10-20 18:10:37,2
1215,457,175,4,2017-10-26 23:12:17,2
1216,744,258,4,2017-10-30 15:52:09,2
1217,940,116,2,2017-11-03 17:13:49,2
1218,609,183,1,2017-11-01 12:16:28,2
1219,439,235,3,2017-10-21 06:07:23,2
1220,351,485,3,2017-10-24 09:11:36,2
1221,980,310,2,2017-11-09 19:12:48,2
1222,944,513,4,2017-10-20 23:42:35,2
1223,50,348,1,2017-11-06 08:22:58,2
1224,879,196,5,2017-10-23 08:32:07,2
1225,394,330,5,2017-10-23 11:53:56,2
1226,12,506,4,2017-10-25 05:39:33,2
1227,676,258,2,2017-11-15 10:30:57,2
1228,163,108,5,2017-10-27 16:18:41,2
1229,790,504,5,2017-10-19 08:11:42,2
1230,458,160,2,2017-10-30 07:28:25,2
1231,502,376,2,2017-10-22 22:35:25,2
1232,564,236,2,2017-10-24 04:09:45,2
1233,782,224,2,2017-10-20 22:12:00,2
1234,235,480,4,2017-11-01 17:33:31,2
1235,420,142,4,2017-10-27 06:39:22,2
1236,949,405,5,2017-10-31 13:13:26,2
1237,549,511,1,2017-10-22 18:13:44,2
1238,424,529,2,2017-11-07 01:36:43,2
1239,957,311,4,2017-10-24 09:41:02,2
1240,780,207,2,2017-11-03 05:46:55,2
1241,115,138,2,2017-11-03 12:17:11,2
1242,346,412,4,2017-10-29 04:41:37,2
1243,366,299,5,2017-11-11 09:56:31,2
1244,610,110,3,2017-10-19 05:10:21,2
1245,125,449,4,2017-11-08 08:09:38,2
1246,184,482,5,2017-11-04 08:31:15,2
1247,534,430,4,2017-11-16 08:05:58,2
1248,505,318,3,2017-11-12 13:45:13,2
1249,168,305,1,2017-10-20 08:02:03,2
1250,620,293,4,2017-10-19 08:40:42,2
1251,412,508,5,2017-11-14 14:44:45,2
1252,474,263,5,2017-10-22 03:49:50,2
1253,632,196,5,2017-10-22 23:37:24,2
1254,836,453,4,2017-10-26 12:58:05,2
1255,639,440,2,2017-11-09 18:44:46,2
1256,254,451,1,2017-10-23 09:18:16,2
1257,193,410,2,2017-11-05 19:48:34,2
1258,465,111,4,2017-10-25 19:59:21,2
1259,832,167,2,2017-10-23 08:49:42,2
1260,460,233,4,2017-10-24 19:17:40,2
1261,671,591,4,2017-11-01 18:51:37,2
1262,175,548,5,2017-11-14 03:16:12,2
1263,445,157,4,2017-11-18 13:45:17,2
1264,511,106,2,2017-10-28 10:34:11,2
1265,15,241,4,2017-10-30 14:24:51,2
1266,596,386,4,2017-10-20 08:57:31,2
1267,583,546,3,2017-10-17 17:08:30,2
1268,257,399,2,2017-10-26 02:22:01,2
1269,215,349,1,2017-11-05 00:32:48,2
1270,536,154,3,2017-10-29 08:58:00,2
1271,746,389,4,2017-10-21 05:05:23,2
1272,804,514,1,2017-10-19 07:14:59,2
1273,475,257,2,2017-11-02 01:46:31,2
1274,707,500,3,2017-10-21 20:16:26,2
1275,577,137,1,2017-11-11 03:08:00,2
1276,806,204,1,2017-10-21 15:29:01,2
1277,253,212,5,2017-11-14 23:24:47,2
1278,149,517,3,2017-10-26 12:57:41,2
1279,199,437,5,2017-11-09 08:44:23,2
1280,421,129,3,2017-10-22 20:00:20,2
1281,82,265,3,2017-10-24 07:14:00,2
1282,226,487,4,2017-11-08 00:46:38,2
1283,10,145,1,2017-10-29 14:19:57,2
1284,279,233,1,2017-11-08 19:43:51,2
1285,976,147,1,2017-11-13 20:47:14,2
1286,908,171,3,2017-11-14 17:56:30,2
1287,964,464,2,2017-10-24 08:00:55,2
1288,701,542,3,2017-10-29 09:30:40,2
1289,688,392,5,2017-11-06 06:20:59,2
1290,195,506,1,2017-10-20 03:30:13,2
1291,788,297,2,2017-11-03 04:37:01,2
1292,151,570,5,2017-11-05 05:55:37,2
1293,847,553,3,2017-11-04 19:07:15,2
1294,19,109,1,2017-10-22 01:40:54,2
1295,761,155,2,2017-10-23 03:43:39,2
1296,311,335,2,2017-10-18 03:07:54,2
1297,547,185,1,2017-11-09 21:13:22,2
1298,953,200,3,2017-10-21 03:15:53,2
1299,67,389,5,2017-11-04 12:38:25,2
1300,908,171,4,2017-11-18 10:25:56,2
1301,61,571,3,2017-10-23 07:38:49,2
1302,889,131,5,2017-10-27 00:55:46,2
1303,164,492,5,2017-11-11 23:17:57,2
1304,94,211,2,2017-10-27 09:23:42,2
1305,322,545,5,2017-10-22 09:03:55,2
1306,69,251,5,2017-11-12 04:03:09,2
1307,948,415,4,2017-10-28 09:27:35,2
1308,914,288,4,2017-11-16 09:57:33,2
1309,629,131,1,2017-11-06 16:19:47,2
1310,283,480,5,2017-10-30 06:54:55,2
1311,654,148,2,2017-11-16 04:01:33,2
1312,851,376,3,2017-11-09 23:05:00,2
1313,693,587,3,2017-11-03 14:53:05,2
1314,123,183,5,2017-11-16 17:44:33,2
1315,942,236,2,2017-10-30 10:59:09,2
1316,354,498,2,2017-10-31 11:57:25,2
1317,198,292,1,2017-11-16 22:52:16,2
1318,222,170,5,2017-11-02 16:42:17,2
1319,493,481,3,2017-11-08 10:15:52,2
1320,24,419,3,2017-11-11 21:15:26,2
1321,438,201,1,2017-11-12 14:44:50,2
1322,317,191,2,2017-10-21 23:54:30,2
1323,670,157,2,2017-10-24 23:45:32,2
1324,741,421,4,2017-11-11 19:20:54,2
1325,242,389,4,2017-10-23 10:54:56,2
1326,684,130,1,2017-10-31 23:44:12,2
1327,310,322,3,2017-10-28 18:31:00,2
1328,197,117,1,2017-10-31 18:03:52,2
1329,937,137,4,2017-11-10 03:23:34,2
1330,334,570,5,2017-10-31 04:02:02,2
1331,479,579,3,2017-10-21 23:48:51,2
1332,617,512,1,2017-11-12 06:06:26,2
1333,96,251,1,2017-11-05 10:17:37,2
1334,952,213,4,2017-10-22 16:21:54,2
1335,129,106,3,2017-10-31 12:30:17,2
1336,374,546,5,2017-10-19 22:54:35,2
1337,398,275,5,2017-11-05 03:33:10,2
1338,57,390,5,2017-11-01 20:44:39,2
1339,550,544,3,2017-11-11 01:17:07,2
1340,531,207,2,2017-11-17 06:46:20,2
1341,546,208,5,2017-11-16 18:08:03,2
1342,780,207,4,2017-11-05 07:45:47,2
1343,385,530,1,2017-11-09 17:28:41,2
1344,935,577,4,2017-10-27 20:53:37,2
1345,989,427,3,2017-11-14 19:49:31,2
1346,227,192,3,2017-11-14 03:53:51,2
1347,953,200,1,2017-10-20 17:48:59,2
1348,405,385,2,2017-11-05 14:55:01,2
1349,337,423,2,2017-10-31 09:27:04,2
1350,713,572,3,2017-10-18 01:36:57,2
1351,554,311,2,2017-10-28 08:53:09,2
1352,289,182,3,2017-10-23 20:40:27,2
1353,759,261,2,2017-11-09 00:41:41,2
1354,591,345,2,2017-10-19 11:02:08,2
1355,254,451,5,2017-10-24 10:37:29,2
1356,730,224,2,2017-11-12 00:33:46,2
1357,759,261,3,2017-11-10 12:35:27,2
1358,256,488,1,2017-11-15 15:05:43,2
1359,589,493,1,2017-11-04 05:47:00,2
1360,720,388,5,2017-10-24 08:34:41,2
1361,101,597,1,2017-10-26 00:01:16,2
1362,121,126,3,2017-11-01 20:17:06,2
1363,975,338,3,2017-10-28 18:18:53,2
1364,459,191,5,2017-10-31 02:41:27,2
1365,204,539,2,2017-10-20 07:58:28,2
1366,785,564,2,2017-10-17 15:20:15,2
1367,695,482,2,2017-11-03 11:37:49,2
1368,454,553,5,2017-10-23 06:30:30,2
1369,820,526,2,2017-11-11 04:35:19,2
1370,44,267,5,2017-11-05 22:39:40,2
1371,635,419,5,2017-10-22 22:45:19,2
1372,681,464,3,2017-10-26 09:56:12,2
1373,532,467,3,2017-11-05 22:29:34,2
1374,835,284,5,2017-10-30 13:35:14,2
1375,623,534,1,2017-11-09 14:46:59,2
1376,889,131,1,2017-10-28 07:38:14,2
1377,671,591,1,2017-11-01 20:44:29,2
1378,381,568,2,2017-11-08 13:50:09,2
1379,557,593,3,2017-11-13 19:01:45,2
1380,886,323,1,2017-10-31 12:15:39,2
1381,675,324,1,2017-10-23 02:47:46,2
1382,362,563,5,2017-10-20 02:10:20,2
1383,936,481,1,2017-10-21 09:57:33,2
1384,961,529,3,2017-11-05 09:41:26,2
1385,695,482,1,2017-10-31 21:34:50,2
1386,453,444,4,2017-11-05 17:23:32,2
1387,633,124,5,2017-10-26 16:05:53,2
1388,297,425,4,2017-11-05 07:39:24,2
1389,933,241,1,2017-11-09 21:34:41,2
1390,693,587,5,2017-11-03 15:30:37,2
1391,758,596,1,2017-10-29 19:06:58,2
1392,246,365,5,2017-10-30 15:28:11,2
1393,684,130,3,2017-11-01 15:51:05,2
1394,893,351,4,2017-11-05 07:11:30,2
1395,660,137,2,2017-10-22 12:33:42,2
1396,808,438,4,2017-10-29 10:04:04,2
1397,612,281,5,2017-10-24 13:26:37,2
1398,347,142,2,2017-10-27 03:25:17,2
1399,975,338,5,2017-10-28 13:44:32,2
1400,952,213,4,2017-10-22 20:57:59,2
1401,683,395,3,2017-11-06 21:42:38,2
1402,485,571,2,2017-11-09 11:25:13,2
1403,565,382,3,2017-10-22 23:18:26,2
1404,776,356,4,2017-11-10 03:12:34,2
1405,511,106,5,2017-10-27 23:33:44,2
1406,427,248,2,2017-11-10 05:03:13,2
1407,415,183,1,2017-11-07 03:44:35,2
1408,401,237,2,2017-11-09 14:07:29,2
1409,409,484,5,2017-11-14 00:05:33,2
1410,155,579,3,2017-11-04 19:08:30,2
1411,437,373,2,2017-10-24 04:14:42,2
1412,828,240,2,2017-10-30 19:31:15,2
1413,151,570,5,2017-11-04 23:36:16,2
1414,88,243,4,2017-10-29 10:36:56,2
1415,406,352,3,2017-10-26 20:02:51,2
1416,533,301,2,2017-11-02 13:07:17,2
1417,165,440,5,2017-10-25 11:43:02,2
1418,572,196,5,2017-11-11 14:01:52,2
1419,595,250,2,2017-10-24 07:34:24,2
1420,474,263,1,2017-10-24 07:48:24,2
1421,228,467,1,2017-10-20 12:03:03,2
1422,339,403,4,2017-10-22 17:59:01,2
1423,772,518,2,2017-10-21 01:37:45,2
1424,746,389,1,2017-10-21 08:16:43,2
1425,704,267,4,2017-10-30 16:35:02,2
1426,358,260,2,2017-11-10 23:14:52,2
1427,404,143,1,2017-10-29 01:25:33,2
1428,10,145,5,2017-10-30 00:49:46,2
1429,657,302,3,2017-11-01 15:08:27,2
1430,459,191,3,2017-10-31 05:34:35,2
1431,747,408,3,2017-10-30 19:53:51,2
1432,240,163,1,2017-10-21 12:55:52,2
1433,279,233,4,2017-11-09 15:10:24,2
1434,989,427,2,2017-11-12 13:58:36,2
1435,20,582,2,2017-10-19 12:41:16,2
1436,585,567,3,2017-11-06 15:52:12,2
1437,857,248,4,2017-10-29 05:21:06,2
1438,536,154,5,2017-10-27 16:20:05,2
1439,638,140,3,2017-10-26 06:30:20,2
1440,346,412,5,2017-10-29 17:39:17,2
1441,694,579,3,2017-10-29 18:19:19,2
1442,934,231,3,2017-10-18 11:52:09,2
1443,43,564,5,2017-10-22 04:59:27,2
1444,837,347,1,2017-11-06 11:59:02,2
1445,949,405,4,2017-11-03 20:10:01,2
1446,159,367,4,2017-11-09 06:03:58,2
1447,451,329,4,2017-10-27 18:02:11,2
1448,131,182,4,2017-11-09 20:12:28,2
1449,933,241,3,2017-11-11 12:56:59,2
1450,882,225,4,2017-10-31 08:35:40,2
1451,373,425,2,2017-10-24 12:17:38,2
1452,218,490,1,2017-11-16 19:10:44,2
1453,915,521,2,2017-11-16 20:21:14,2
1454,296,283,5,2017-11-08 14:35:35,2
1455,341,565,2,2017-11-05 21:27:30,2
1456,775,342,2,2017-10-22 03:24:40,2
1457,899,235,3,2017-10-27 06:47:39,2
1458,881,218,2,2017-11-14 19:42:42,2
1459,987,177,5,2017-10-30 21:18:40,2
1460,289,182,3,2017-10-23 18:41:10,2
1461,687,198,2,2017-11-13 19:53:23,2
1462,109,159,5,2017-10-23 14:33:50,2
1463,946,280,2,2017-10-29 23:00:38,2
1464,30,308,4,2017-11-03 09:33:03,2
1465,844,218,3,2017-11-03 01:59:58,2
1466,630,156,2,2017-10-28 07:33:05,2
1467,565,382,5,2017-10-24 17:01:22,2
1468,180,473,2,2017-11-04 19:05:04,2
1469,304,178,1,2017-10-29 16:08:37,2
1470,577,137,3,2017-11-11 00:02:55,2
1471,727,571,5,2017-10-27 10:04:37,2
1472,739,599,1,2017-10-24 06:49:36,2
1473,310,322,3,2017-10-30 23:56:15,2
1474,418,291,4,2017-10-31 07:08:21,2
1475,14,273,5,2017-11-10 05:22:25,2
1476,373,425,2,2017-10-24 11:22:18,2
1477,390,578,1,2017-11-04 20:27:41,2
1478,758,596,4,2017-10-29 20:29:15,2
1479,346,412,5,2017-10-29 13:00:04,2
1480,965,210,4,2017-10-26 15:06:44,2
1481,587,491,2,2017-11-05 19:46:52,2
1482,550,544,4,2017-11-09 12:13:39,2
1483,899,235,3,2017-10-25 07:48:00,2
1484,44,267,3,2017-11-05 17:49:23,2
1485,352,466,5,2017-11-12 06:24:31,2
1486,948,415,3,2017-10-28 22:21:03,2
1487,507,408,1,2017-11-08 10:30:23,2
1488,969,147,2,2017-10-25 09:01:17,2
1489,731,318,4,2017-10-25 10:04:10,2
1490,590,441,5,2017-11-14 22:18:57,2
1491,921,430,4,2017-11-12 00:44:28,2
1492,449,583,2,2017-11-10 18:35:57,2
1493,172,325,2,2017-10-23 21:12:34,2
1494,411,174,5,2017-11-11 08:56:15,2
1495,826,203,1,2017-10-20 16:54:20,2
1496,311,335,5,2017-10-19 18:29:37,2
1497,692,366,4,2017-11-05 05:46:29,2
1498,951,460,3,2017-11-19 15:28:00,2
1499,190,496,1,2017-11-10 03:23:18,2
1500,436,119,4,2017-10-25 03:19:02,2
1501,37,489,1,2017-11-02 10:00:45,2
1502,46,380,1,2017-11-07 23:34:53,2
1503,638,140,3,2017-10-25 04:28:24,2
1504,954,460,3,2017-10-26 07:25:38,2
1505,216,141,4,2017-10-23 14:23:44,2
1506,872,511,5,2017-11-03 17:18:27,2
1507,11,523,4,2017-11-14 14:42:04,2
1508,450,139,4,2017-11-09 23:10:09,2
1509,192,343,4,2017-11-01 06:56:14,2
1510,547,185,4,2017-11-09 20:18:01,2
1511,171,547,3,2017-10-22 06:06:54,2
1512,965,210,5,2017-10-27 21:02:11,2
1513,15,241,3,2017-10-30 12:39:43,2
1514,423,263,5,2017-10-23 05:21:30,2
1515,837,347,3,2017-11-06 16:22:37,2
1516,129,106,2,2017-10-31 09:24:49,2
1517,534,430,2,2017-11-19 17:21:53,2
1518,266,468,4,2017-11-06 15:24:35,2
1519,574,561,3,2017-10-28 20:30:00,2
1520,454,553,3,2017-10-22 05:17:15,2
1521,254,451,4,2017-10-29 21:32:14,2
1522,132,175,4,2017-10-20 19:03:04,2
1523,389,170,2,2017-11-05 12:41:10,2
1524,487,339,5,2017-10-17 17:14:25,2
1525,788,297,2,2017-11-03 09:34:50,2
1526,220,401,2,2017-11-03 12:34:29,2
1527,194,534,5,2017-11-12 16:29:33,2
1528,578,379,5,2017-10-28 19:47:05,2
1529,450,139,1,2017-11-05 10:26:08,2
1530,951,460,2,2017-11-18 18:23:08,2
1531,298,303,1,2017-11-12 18:16:36,2
1532,276,390,1,2017-10-30 13:39:54,2
1533,847,553,2,2017-11-04 15:00:19,2
1534,701,542,2,2017-10-25 16:10:09,2
1535,939,344,3,2017-11-09 18:17:10,2
1536,136,530,2,2017-10-25 08:08:01,2
1537,739,599,3,2017-10-23 15:01:56,2
1538,815,217,2,2017-11-03 19:42:15,2
1539,28,227,3,2017-10-22 13:36:12,2
1540,703,436,1,2017-10-26 00:04:33,2
1541,490,267,4,2017-11-14 13:51:33,2
1542,203,114,3,2017-11-15 08:46:51,2
1543,241,585,2,2017-11-08 10:44:52,2
1544,54,279,3,2017-10-18 03:36:57,2
1545,723,337,2,2017-10-20 18:25:15,2
1546,46,380,1,2017-11-06 08:18:25,2
1547,307,412,5,2017-11-06 12:25:43,2
1548,922,194,2,2017-11-15 15:18:43,2
1549,794,476,2,2017-11-14 22:30:58,2
1550,547,185,5,2017-11-10 12:56:34,2
1551,930,558,1,2017-10-29 13:14:46,2
1552,258,365,3,2017-11-08 07:38:39,2
1553,550,544,5,2017-11-11 01:15:27,2
1554,401,237,3,2017-11-06 09:57:01,2
1555,11,523,4,2017-11-14 03:20:57,2
1556,501,410,1,2017-10-30 13:32:46,2
1557,206,330,1,2017-11-02 17:57:17,2
1558,331,476,2,2017-10-29 05:00:52,2
1559,389,170,3,2017-11-07 00:13:43,2
1560,510,210,5,2017-11-04 15:25:32,2
1561,510,210,2,2017-11-07 19:28:10,2
1562,42,171,1,2017-10-27 02:19:40,2
1563,520,420,2,2017-10-29 06:04:17,2
1564,567,273,5,2017-10-27 21:25:04,2
1565,173,233,2,2017-11-05 03:24:14,2
1566,164,492,4,2017-11-12 19:48:56,2
1567,835,284,2,2017-10-29 21:02:24,2
1568,295,564,3,2017-11-06 10:21:57,2
1569,845,191,1,2017-11-02 12:34:58,2
1570,657,302,1,2017-11-02 12:20:26,2
1571,933,241,1,2017-11-10 06:06:28,2
1572,114,192,5,2017-10-23 10:52:43,2
1573,840,373,1,2017-11-03 17:33:22,2
1574,886,323,4,2017-11-01 03:40:11,2
1575,951,460,2,2017-11-13 22:08:47,2
1576,366,299,3,2017-11-18 23:43:08,2
1577,463,134,4,2017-11-15 10:27:34,2
1578,262,296,3,2017-11-09 01:04:41,2
1579,392,253,5,2017-10-30 08:55:07,2
1580,987,177,1,2017-10-30 06:03:14,2
1581,634,375,3,2017-10-31 00:38:35,2
1582,278,114,5,2017-10-26 08:50:22,2
1583,313,314,3,2017-11-03 01:30:23,2
1584,259,466,2,2017-10-22 04:19:10,2
1585,523,225,3,2017-11-13 00:48:50,2
1586,41,264,1,2017-11-09 12:24:04,2
1587,22,467,2,2017-10-26 00:57:06,2
1588,459,191,5,2017-10-31 13:48:54,2
1589,313,314,3,2017-11-02 17:04:38,2
1590,199,437,5,2017-11-07 08:55:58,2
1591,191,226,2,2017-10-25 14:14:19,2
1592,890,487,1,2017-10-28 10:36:00,2
1593,264,423,4,2017-11-09 04:19:20,2
1594,251,480,2,2017-10-21 03:52:01,2
1595,168,305,3,2017-10-23 20:42:09,2
1596,668,432,4,2017-11-03 23:55:39,2
1597,390,578,5,2017-11-05 18:56:30,2
1598,291,229,3,2017-11-08 23:16:58,2
1599,459,191,5,2017-10-31 15:38:49,2
1600,230,212,1,2017-10-26 09:58:33,2
1601,517,167,4,2017-10-27 16:43:33,2
1602,453,444,5,2017-11-08 06:42:14,2
1603,59,598,4,2017-10-26 14:07:18,2
1604,740,513,5,2017-11-05 01:17:24,2
1605,447,423,5,2017-11-13 07:50:18,2
1606,939,344,1,2017-11-10 03:20:37,2
1607,192,343,3,2017-11-03 23:51:51,2
1608,228,467,5,2017-10-18 12:39:43,2
1609,545,554,1,2017-11-04 02:14:48,2
1610,436,119,5,2017-10-29 02:26:15,2
1611,340,285,3,2017-10-26 09:40:30,2
1612,673,584,3,2017-11-04 05:55:04,2
1613,64,334,4,2017-10-30 10:45:38,2
1614,941,382,5,2017-11-09 12:30:56,2
1615,792,163,4,2017-11-08 07:14:38,2
1616,673,584,5,2017-11-04 17:37:01,2
1617,690,522,5,2017-10-31 04:13:17,2
1618,271,381,5,2017-11-07 09:29:49,2
1619,396,485,2,2017-11-15 22:22:26,2
1620,23,172,5,2017-10-27 22:41:16,2
1621,211,209,1,2017-11-02 16:06:41,2
1622,126,242,1,2017-11-03 06:25:37,2
1623,401,237,3,2017-11-11 07:55:33,2
1624,734,317,1,2017-11-02 01:56:44,2
1625,24,419,4,2017-11-08 15:18:20,2
1626,445,157,2,2017-11-18 09:36:34,2
1627,338,346,5,2017-11-03 20:43:34,2
1628,120,548,2,2017-10-25 18:00:18,2
1629,694,579,4,2017-10-28 14:24:30,2
1630,984,360,2,2017-10-19 10:17:42,2
1631,71,509,4,2017-11-06 12:03:23,2
1632,368,558,4,2017-11-02 09:04:33,2
1633,67,389,1,2017-11-02 15:49:59,2
1634,655,346,2,2017-11-17 17:01:23,2
1635,21,558,5,2017-11-13 22:15:31,2
1636,981,101,1,2017-11-07 14:19:41,2
1637,857,248,3,2017-10-30 22:08:48,2
1638,553,394,3,2017-11-01 01:19:57,2
1639,134,392,3,2017-10-22 09:25:51,2
1640,408,163,5,2017-10-27 19:36:14,2
1641,95,455,1,2017-10-28 09:10:28,2
1642,964,464,2,2017-10-24 14:59:41,2
1643,251,480,1,2017-10-20 16:44:13,2
1644,271,381,2,2017-11-08 17:49:36,2
1645,746,389,3,2017-10-24 23:19:05,2
1646,303,433,3,2017-10-30 04:56:31,2
1647,973,583,3,2017-10-23 00:38:02,2
1648,640,395,3,2017-11-07 08:21:06,2
1649,881,218,3,2017-11-11 04:07:38,2
1650,163,108,1,2017-10-27 02:51:40,2
1651,427,248,1,2017-11-11 06:06:11,2
1652,845,191,4,2017-11-02 23:35:15,2
1653,361,573,5,2017-10-19 22:13:11,2
1654,622,372,5,2017-10-21 12:23:06,2
1655,937,137,2,2017-11-10 01:57:20,2
1656,825,281,3,2017-11-01 19:43:24,2
1657,45,280,3,2017-10-17 14:37:12,2
1658,947,173,5,2017-10-30 12:09:19,2
1659,544,409,2,2017-10-17 21:02:16,2
1660,719,193,2,2017-10-18 01:30:21,2
1661,485,571,2,2017-11-14 18:03:21,2
1662,922,194,5,2017-11-16 05:06:50,2
1663,54,279,2,2017-10-18 22:00:52,2
1664,276,390,2,2017-10-28 01:08:33,2
1665,340,285,4,2017-10-25 08:49:31,2
1666,860,216,5,2017-11-06 12:03:40,2
1667,952,213,3,2017-10-23 09:25:56,2
1668,45,280,3,2017-10-18 01:40:27,2
1669,290,554,5,2017-10-21 00:57:00,2
1670,981,101,1,2017-11-05 05:20:13,2
1671,363,514,2,2017-11-12 16:10:04,2
1672,164,492,4,2017-11-09 14:22:21,2
1673,53,102,3,2017-10-24 07:08:49,2
1674,582,309,1,2017-10-23 17:30:56,2
1675,172,325,1,2017-10-26 19:31:30,2
1676,281,247,1,2017-10-23 12:45:21,2
1677,61,571,4,2017-10-23 11:39:31,2
1678,90,458,1,2017-10-27 18:04:04,2
1679,423,263,4,2017-10-23 00:37:22,2
1680,566,163,1,2017-10-21 19:26:20,2
1681,125,449,4,2017-11-06 07:13:05,2
1682,450,139,3,2017-11-04 12:10:08,2
1683,734,317,5,2017-11-04 16:56:21,2
1684,359,361,1,2017-11-06 12:03:40,2
1685,475,257,4,2017-11-02 17:20:44,2
1686,84,557,5,2017-11-07 22:22:22,2
1687,518,553,2,2017-11-08 16:34:45,2
1688,268,216,3,2017-10-26 21:57:46,2
1689,164,492,4,2017-11-11 21:37:44,2
1690,202,397,4,2017-10-18 13:48:33,2
1691,807,412,2,2017-11-01 20:51:00,2
1692,694,579,5,2017-10-27 18:47:15,2
1693,30,308,1,2017-11-03 18:53:38,2
1694,693,587,4,2017-11-03 18:30:02,2
1695,26,520,4,2017-11-02 15:55:57,2
1696,198,292,1,2017-11-12 18:44:59,2
1697,214,299,1,2017-11-07 00:32:15,2
1698,624,427,5,2017-11-08 00:14:20,2
1699,480,389,3,2017-10-22 05:24:54,2
1700,193,410,5,2017-11-05 00:37:14,2
1701,904,524,5,2017-10-23 07:51:38,2
1702,125,449,3,2017-11-06 04:52:03,2
1703,473,455,1,2017-11-12 09:33:45,2
1704,961,529,2,2017-11-04 10:41:17,2
1705,846,261,4,2017-10-28 01:39:22,2
1706,572,196,1,2017-11-12 11:23:59,2
1707,886,323,1,2017-10-31 13:29:43,2
1708,281,247,2,2017-10-20 08:38:31,2
1709,445,157,1,2017-11-16 04:29:36,2
1710,261,478,5,2017-11-09 16:42:19,2
1711,865,144,1,2017-11-01 11:13:45,2
1712,515,590,1,2017-10-31 20:00:32,2
1713,81,173,2,2017-10-18 12:26:28,2
1714,513,186,4,2017-10-23 11:19:54,2
1715,132,175,4,2017-10-19 19:00:09,2
1716,689,153,5,2017-11-16 11:07:10,2
1717,68,567,1,2017-10-27 21:24:19,2
1718,619,146,2,2017-11-13 05:17:35,2
1719,187,445,1,2017-10-23 06:44:46,2
1720,241,585,1,2017-11-06 00:56:08,2
1721,84,557,1,2017-11-05 20:54:14,2
1722,968,570,1,2017-10-29 21:44:41,2
1723,335,338,5,2017-11-02 15:19:45,2
1724,241,585,2,2017-11-07 16:54:17,2
1725,266,468,2,2017-11-06 09:17:05,2
1726,310,322,2,2017-10-31 15:36:04,2
1727,534,430,2,2017-11-19 02:10:31,2
1728,829,544,2,2017-10-21 21:14:02,2
1729,532,467,5,2017-11-04 15:02:04,2
1730,224,167,4,2017-11-01 16:41:40,2
1731,965,210,3,2017-10-27 08:36:33,2
1732,267,417,1,2017-11-03 12:30:30,2
1733,950,411,5,2017-11-10 14:49:26,2
1734,317,191,4,2017-10-19 21:11:16,2
1735,403,559,2,2017-10-28 21:31:10,2
1736,578,379,3,2017-10-22 07:18:55,2
1737,587,491,3,2017-11-07 08:56:24,2
1738,592,183,5,2017-11-07 18:33:06,2
1739,799,148,1,2017-10-21 07:55:20,2
1740,204,539,5,2017-10-20 04:48:34,2
1741,675,324,2,2017-10-24 21:17:52,2
1742,303,433,1,2017-10-30 23:53:18,2
1743,738,550,4,2017-10-18 19:54:18,2
1744,505,318,5,2017-11-11 13:38:07,2
1745,290,554,5,2017-10-18 08:07:16,2
1746,175,548,2,2017-11-15 18:33:17,2
1747,250,519,3,2017-11-12 20:48:37,2
1748,234,459,1,2017-11-02 00:49:28,2
1749,540,423,5,2017-10-26 15:54:19,2
1750,205,245,2,2017-10-24 07:43:25,2
1751,499,240,5,2017-11-11 18:03:15,2
1752,647,537,3,2017-10-25 23:03:46,2
1753,896,364,1,2017-10-29 21:57:50,2
1754,710,485,1,2017-11-01 16:17:39,2
1755,198,292,1,2017-11-14 23:14:31,2
1756,574,561,5,2017-10-28 06:42:35,2
1757,929,553,1,2017-11-01 01:28:05,2
1758,515,590,5,2017-11-01 20:44:26,2
1759,962,282,3,2017-10-26 07:15:26,2
1760,889,131,4,2017-10-28 11:18:28,2
1761,688,392,1,2017-11-02 17:51:07,2
1762,176,532,3,2017-11-07 12:21:16,2
1763,268,216,4,2017-10-26 15:14:43,2
1764,9,259,4,2017-10-27 06:26:31,2
1765,564,236,5,2017-10-24 16:59:44,2
1766,929,553,3,2017-10-31 23:40:43,2
1767,97,487,1,2017-11-04 12:43:11,2
1768,624,427,3,2017-11-08 02:13:13,2
1769,498,483,5,2017-11-02 20:33:23,2
1770,231,432,2,2017-10-27 13:11:05,2
1771,893,351,5,2017-11-03 15:17:36,2
1772,920,145,2,2017-10-22 04:03:49,2
1773,298,303,4,2017-11-10 06:11:17,2
1774,365,483,3,2017-10-31 16:08:12,2
1775,33,272,2,2017-10-21 23:08:26,2
1776,800,331,2,2017-11-06 00:51:00,2
1777,182,515,1,2017-10-27 00:35:44,2
1778,510,210,4,2017-11-08 09:55:17,2
1779,840,373,4,2017-11-02 17:02:48,2
1780,843,362,4,2017-11-10 02:43:02,2
1781,374,546,4,2017-10-19 11:29:02,2
1782,992,179,1,2017-11-10 13:31:54,2
1783,426,586,5,2017-10-26 14:33:39,2
1784,871,429,5,2017-11-07 05:58:53,2
